78.728	45.587	78.883	45.438	78	45	48.3
48.128	74.187	48.683	74.638	48	74.2	77.3
79.928	77.187	80.483	77.238	79.8	76.8	80.976
79.328	62.387	80.083	62.638	79	62.2	65.0464
79.528	45.587	80.083	45.638	78.8	45.2	47.8915
73.128	66.187	73.683	66.438	72.8	65.8	68.7225
55.728	73.187	56.283	73.238	55.6	73	76.0746
61.928	73.987	62.483	74.438	61.6	73.8	76.8915
71.928	79.787	72.683	80.238	72	79.4	80.1591
64.928	52.187	65.283	52.238	64.4	51.8	54.4268
63.728	40.787	64.083	41.038	63.2	40.8	41.3563
89.528	52.987	89.683	52.838	89.4	52.6	54.8352
78.928	77.787	79.883	78.238	79	77	81.3844
68.528	34.587	68.683	34.838	67.6	34.4	36.0465
50.128	53.187	50.483	53.238	50.1333	53.2	55.2437
89.128	48.787	89.883	48.638	88.8	48.2	50.7507
42.728	54.187	42.683	54.638	42.4	54.4	56.0606
47.928	58.987	48.283	59.438	47.6	59	61.3704
53.128	47.987	53.283	48.038	52.8	48	49.5254
72.928	73.387	73.283	73.638	72.4	73	76.0746
81.328	48.187	81.683	48.038	80.6	47.8	50.3423
49.928	62.587	50.483	62.838	49.8	62.6	66.2718
82.728	57.387	83.483	57.438	82.2	57	58.9197
80.928	61.187	81.483	61.038	80.4	60.6	63.8211
52.928	92.787	53.683	93.638	53.4	92.8	96.9055
67.728	56.587	68.083	57.038	67.2	56.4	58.9197
74.728	40.987	75.083	41.038	74	40.8	51.9761
85.328	61.387	86.083	61.638	85	61	64.2296
68.528	41.587	70.283	42.238	69.2	42.2	44.2155
59.328	57.587	59.683	57.838	58.8	57.4	59.7366
72.528	54.587	72.883	54.838	72	54.2	56.8774
50.128	52.187	50.283	52.238	49.6	52	54.0183
84.528	29.387	85.083	29.238	83.6	28.8	31.1451
63.928	50.187	64.283	50.438	63.4	50	53.2014
88.128	24.387	88.483	24.238	86.8	23.8	26.6521
84.328	68.787	84.883	69.038	84	68	71.5816
60.528	51.587	60.883	51.838	60.2	51.4	53.6098
50.528	53.587	50.683	54.038	50	53.8	55.6521
83.728	70.787	84.283	71.038	83.4	70.2	73.6239
47.728	53.787	48.083	54.238	47.4	53.8	56.0606
60.928	48.987	61.283	49.238	60.3	49.2	50.7507
65.328	43.787	65.683	44.038	64.6	43.4	45.0324
88.528	41.987	88.883	42.038	87.6	41.4	44.6239
69.128	51.587	69.283	51.638	68.4	51.4	54.0183
68.728	44.987	69.083	45.038	68.2	44.6	42.1732
54.728	63.187	55.283	63.438	54.4	63.2	65.8633
61.328	41.387	61.483	41.438	60.4	41.4	41.3563
79.528	57.987	79.683	58.038	79	57.4	60.1451
49.528	56.787	49.683	57.238	49.4	56.8	58.1028
75.128	56.387	75.683	56.438	74.8	56.2	58.5113
61.528	61.987	61.883	61.838	61.4	61.8	63.8211
63.328	57.787	63.883	58.238	63	57.8	60.5535
85.128	60.987	85.683	61.438	84.6	60.6	63.4127
62.328	61.587	62.883	61.638	62.2	61.4	63.8211
79.528	61.187	80.083	61.238	79	60.6	63.4127
77.728	80.187	78.483	80.438	77.6	79.8	83.4267
53.728	52.587	54.083	52.838	53.4	52.6	54.4268
47.528	45.187	47.683	45.638	47.2	45.4	47.4831
61.128	48.587	61.683	48.638	60.8	48.4	50.3423
66.328	51.187	66.683	51.238	65.8	51	53.2014
77.128	34.387	77.083	34.238	76	34.2	36.0465
78.928	51.587	78.083	51.838	77	51.4	54.0183
46.328	90.387	46.883	91.438	46.4	90.4	94.4548
63.728	51.787	63.883	51.838	63.2	51.4	53.6098
53.528	43.587	53.883	43.838	53	43.8	42.5817
54.728	55.787	55.083	56.038	54.6	55.8	58.1028
82.328	54.787	82.683	54.838	81.6	54.4	57.2859
92.128	57.187	92.883	57.238	91.8	56.4	58.9197
46.128	55.987	46.283	56.238	46	56.2	55.6521
48.128	51.187	48.483	51.438	47.8	51.4	53.2014
56.328	53.587	56.683	53.838	55.8	53.4	55.6521
91.128	95.387	91.883	95.438	91.6	94.6	98.5394
52.928	59.587	53.083	59.838	52.6	59.6	62.5957
53.928	49.187	54.483	49.238	53.8	49.2	50.7507
91.528	52.387	91.883	52.238	90.8	51.8	54.4268
92.728	71.187	94.483	71.438	92.4	70.2	89.145
79.528	88.787	80.083	89.238	79.6	88.4	92.0042
68.528	49.587	68.883	49.638	68	50.16	51.9761
71.128	48.187	71.483	48.438	70.1333	48	50.3423
91.728	65.787	92.083	65.638	91.4	65	68.314
55.928	35.587	55.883	35.638	55.2	35.6	36.0465
63.928	61.387	64.483	61.838	63.6	61.2	64.2296
48.728	53.187	48.883	53.638	48.2	53.4	55.2437
80.728	52.387	80.883	52.438	80	52	54.4268
80.728	63.387	81.283	63.638	80.4	62.8	66.2718
49.328	52.387	49.283	52.638	48.4	52.4	54.0183
57.128	92.587	58.083	93.038	57.4	92.6	96.4971
65.328	53.387	65.683	53.638	64.8	53.2	50.7507
67.728	59.787	68.083	60.038	67.4	59.6	62.1873
63.928	46.187	64.483	46.438	63.4	45.8	48.3
96.328	79.387	96.683	79.238	96.2	78.6	81.3844
70.128	72.787	70.683	72.838	70	72.4	75.2577
59.928	59.987	60.283	60.438	59.6	60	62.5957
39.928	59.587	40.083	60.038	39.8	59.8	62.1873
69.328	92.787	69.683	92.838	69.4	92.4	96.0887
99.728	16.987	99.683	17.638	98.6	16	20.9338
88.528	68.787	89.483	68.838	88.2667	68	71.1732
77.528	46.187	77.883	46.238	76.8	45.8	48.3
75.328	80.187	76.083	80.438	75.2	79.6	83.4267
53.328	73.987	53.683	74.438	53.2	74	76.483
67.328	73.587	67.883	73.838	67.2	73.6	76.483
81.128	81.787	81.883	81.638	81	81.4	83.8352
58.728	59.587	59.083	60.238	58.4	59.6	62.1873
74.928	39.987	75.483	40.038	74.4	39.6	40.9479
64.728	54.387	65.083	54.638	64.2	54.4	56.469
70.128	53.387	70.683	53.638	69.6	53	56.0606
69.328	50.987	69.683	50.838	68.8	50.8	52.793
54.528	47.387	55.083	47.438	54	47.2	49.1169
53.528	45.787	53.683	46.038	53	45.8	47.4831
80.528	49.587	80.883	49.638	79.8	49.4	34.8212
72.528	83.387	73.283	83.838	72.4	83.2	87.1028
76.128	62.987	76.683	63.238	76	62.6	65.8633
75.528	67.587	76.483	67.838	75.4	67.2	70.3563
63.928	77.987	64.483	78.438	63.8	77.8	81.3844
80.528	44.187	80.883	44.238	79.8	43.8	45.0324
97.328	43.587	97.883	43.638	96.6	42.8	45.0324
68.328	52.387	68.683	52.638	67.8	52.2	54.4268
95.128	79.387	95.883	79.438	95.2	78.4	115.694
58.928	58.187	59.483	58.238	58.6	58.2	60.5535
68.328	85.987	68.883	86.438	68.4	85.8	89.5535
76.928	45.187	77.083	45.238	76.2	44.8	47.4831
96.128	73.187	96.883	73.038	95.8	72.2	76.0746
74.928	51.987	75.483	52.038	74.4	51.8	54.0183
62.328	53.987	62.683	54.438	62	54	56.469
71.928	56.987	72.483	57.238	71.4	56.6	58.5113
68.528	59.387	68.883	59.638	68.2	59.2	62.1873
44.728	53.187	44.883	53.438	44.4	53.4	55.2437
65.128	94.787	65.883	95.438	65.4	94.4	98.5394
49.928	49.387	50.083	49.638	49.4	49.4	51.5676
82.728	87.387	83.283	87.638	82.6	86.8	90.7788
83.528	51.987	84.283	51.838	83	51.4	54.0183
65.928	55.387	63.683	53.038	65.2	55.2	57.6944
73.328	52.787	73.883	53.038	73.2	52.6	55.2437
49.728	56.387	50.083	56.638	49.4	56.4	58.5113
71.528	64.387	71.883	64.638	71	64	66.2718
68.528	42.387	68.683	42.438	67.8	42.2	35.2296
65.928	47.587	66.283	47.638	65.4	47.4	47.8915
68.528	45.787	68.883	46.038	68.2	45.8	49.1169
74.528	24.187	74.483	24.238	73.4	23.8	25.4268
69.728	94.187	70.683	94.638	70	93.8	97.314
47.328	51.187	47.283	51.438	46.6	51.4	52.7929
78.728	69.987	79.483	70.238	78.4	69.6	72.807
83.728	76.587	84.283	76.838	83.6	76	79.3422
74.128	47.587	74.483	47.638	73.8	47.2	49.9338
42.728	53.987	42.883	54.038	42.4	54	55.6521
78.728	55.387	79.283	55.638	78.8	55	57.6944
72.128	47.187	72.483	47.238	71.4	47	49.5254
72.328	48.987	72.683	49.038	71.6	48.6	50.7507
65.528	64.587	66.083	64.838	65.2	64.4	77.7084
56.528	61.987	56.883	62.438	56.2	62	64.638
71.928	69.987	72.683	70.038	72	69.8	71.9901
46.328	53.787	46.483	54.438	46	54	58.1028
71.328	90.787	72.083	91.038	71.4	90.6	93.638
96.728	51.987	97.283	52.038	96	51.4	54.4268
96.728	54.387	97.283	54.438	96	53.4	56.8774
51.528	53.787	51.683	54.238	50.4	52.2	56.0606
49.528	55.787	49.883	56.238	49.2	55.8	58.1028
41.328	76.787	41.683	77.638	41.4	76.6667	80.5676
40.728	53.187	40.883	53.638	40.6	53.4	55.2437
84.528	51.987	84.883	52.038	83.8	51.4	54.4268
43.928	58.387	44.083	58.638	43.8	58.4	60.5535
44.728	57.387	44.683	57.838	44.4	57.4	59.7366
56.528	52.587	56.683	52.638	56.2	52.6	54.4268
62.128	45.787	62.483	46.038	61.6	45.8	48.3
78.928	59.387	79.083	59.638	78.4	59	62.1873
46.328	48.787	46.283	49.038	45.6	49	50.3423
55.928	50.187	56.283	50.238	55.6	50	51.9761
58.928	79.787	59.483	80.438	58.8	79.8	83.4267
57.928	61.187	58.083	61.438	57.4	61.2	63.8211
70.928	53.987	71.483	54.238	70.4	53.8	56.0606
97.128	56.987	97.683	56.838	96.6	56.2	59.3281
76.128	56.187	76.483	56.238	75.6	55.6	58.5113
66.728	46.987	66.683	47.038	66	46.8	48.7085
60.528	45.387	60.683	45.838	60	45.6	47.4831
70.528	54.787	70.683	55.038	70	54.4	58.1028
66.528	46.987	66.683	47.038	65.8	46.8	48.7085
61.928	51.987	62.083	52.038	61.4	51.8	54.0183
68.728	50.987	69.083	51.038	68	50.8	53.2014
54.928	93.987	55.683	94.438	55.2	93.8	98.1309
40.328	60.187	40.683	60.638	40.2	60.6	62.5957
99.328	23.787	99.083	23.238	98.2	23.4	25.0183
61.528	54.787	61.883	55.038	61.2	54.6	56.8774
56.728	54.587	57.083	55.038	56.2	54.6	56.469
84.328	55.187	84.683	55.438	83.6	54.6	57.6944
52.328	56.787	52.683	57.238	52	56.8	58.9197
75.328	62.387	75.883	62.638	75	62	65.0464
60.528	47.187	60.683	47.438	60	47	48.7085
57.928	56.987	58.483	57.438	57.6	57	59.3281
70.728	53.187	70.883	53.238	70.1333	53	55.2437
58.928	43.587	59.283	44.038	56.4	44	44.6239
71.928	55.987	72.083	56.038	71.2	55.6	58.1028
80.728	61.787	81.283	62.038	80.2	61.4	64.638
84.928	52.187	85.083	52.438	84	51.6	55.2437
66.728	56.387	66.883	56.638	66	56.4	43.3986
90.928	34.587	91.083	34.438	90	34	36.0465
87.928	55.987	88.483	56.038	87.4	55.4	58.5113
75.128	59.787	75.683	60.238	73.6	98.8	62.1873
83.528	75.987	84.083	76.038	83.4	75.4	78.5253
91.328	60.187	91.883	60.238	90.8	59.4	62.5957
60.728	63.587	61.283	64.038	60.4	63.4	66.2718
94.128	53.587	94.483	53.238	93.4	53	55.6521
61.328	59.987	61.683	60.438	60.8	59.8	62.5957
43.728	49.987	44.083	50.038	43.4	50	51.5676
61.128	58.387	61.483	58.638	60.4	58.2	47.4831
47.528	54.187	47.683	54.638	47.2	54.4	56.469
54.928	55.587	55.083	56.838	54.8	55	60.1451
60.528	81.387	60.683	81.838	60.4	81.2	84.2436
54.128	93.787	54.483	94.038	54.6	94.2	94.4549
50.528	79.387	51.083	80.038	50.8	79.4	82.6098
41.328	52.787	41.483	53.438	41	53	54.0183
67.728	42.387	68.083	42.638	67.2	42.2	43.807
57.128	55.987	57.483	56.038	56.6	55.8	58.1028
45.928	50.387	46.083	50.638	45.4	50.8	52.3845
54.928	51.187	55.083	51.438	54.4	51	53.2014
70.328	77.787	70.883	78.038	70.4	77.4	80.5676
86.128	42.587	86.283	42.638	85.4	41.8	44.2155
65.528	47.387	65.683	47.638	65	47.2	49.9338
68.328	26.587	68.283	26.638	67.4	26.2	27.8775
75.728	42.387	76.283	42.438	75.2	42	44.2155
45.128	60.787	45.883	58.638	45.4	58.6	60.5535
64.528	63.387	62.283	62.838	64	63	65.8633
51.128	60.787	51.483	61.038	50.8	60.8	63.4127
69.328	64.387	69.883	64.438	69	64	67.0887
82.528	42.987	82.883	43.238	81.8	42.6	46.6662
73.328	59.587	73.883	59.838	72.8	59	61.7789
64.728	45.587	65.083	45.838	64.2	44.8	48.3
82.328	54.587	82.883	54.838	81.8	54.2	57.2859
54.328	67.987	54.883	68.238	54.2	67.8	71.9901
86.328	58.187	87.283	58.038	85.8	57.4	60.1451
49.728	50.587	50.083	50.838	49.4	50.8	52.793
54.328	68.587	54.683	69.038	54	68.4	71.5816
78.328	46.587	80.483	47.438	77.6	46.2	48.7085
61.728	55.387	62.083	55.638	61.4	55.2	57.6944
43.328	86.187	43.683	86.638	43.4	86.4	89.5535
64.528	52.987	65.083	53.238	64.2	52.8	54.8352
93.928	17.987	94.083	17.638	93	17.4	19.7085
55.728	54.587	56.083	54.838	55.2	54.6	56.469
61.328	57.387	61.683	57.838	60.8	57.2	56.0606
61.328	81.987	61.883	82.238	61.6	81.6	85.0605
98.328	57.387	98.883	57.238	97.8	56.6	59.7366
53.928	55.987	54.083	56.438	53.4	56	58.5113
41.128	50.387	41.283	50.838	40.6	50.8	51.9761
80.128	91.587	81.083	92.238	80.2	90.6	95.6802
76.728	50.787	76.883	50.838	75.8	50.8	53.2014
83.728	45.787	84.083	45.838	83	45.4	47.8915
94.928	60.387	95.683	60.438	94.4	59.8	63.0042
62.328	55.187	62.883	55.038	61.8	55	57.2859
97.128	57.587	97.883	57.438	96.6	57	59.7366
50.528	49.187	50.283	49.438	49.8	49.2	51.1591
53.328	52.987	53.483	53.238	52.8	53	55.2437
63.328	52.587	63.683	52.838	62.8	52.6	54.8352
73.528	57.987	74.083	58.438	73.2	57.8	60.5535
57.128	57.787	57.483	58.038	56.8	57.8	59.7366
40.928	59.787	41.283	60.038	40.6	60	62.1873
63.528	56.587	63.883	56.838	63.2	56.4	59.3281
50.528	52.587	50.883	52.838	50.4	52.6	53.6098
72.528	63.987	73.083	64.238	72.4	63.4	67.0887
43.728	56.187	43.883	56.638	43.4	56.4	58.5113
52.928	51.987	53.083	52.238	52.4	52	54.0183
55.528	46.987	55.883	47.238	55	47	45.0324
98.328	77.987	99.083	78.038	98.2	77.4	80.976
61.528	65.987	61.883	66.438	61.2	65.8	68.7225
87.528	47.387	87.883	47.438	86.8	46.8	49.5254
59.328	46.187	59.883	46.238	58.8	46.2	47.4831
75.928	66.587	76.683	66.838	75.6	66.2	69.131
84.128	45.987	84.483	46.038	83.4	45.4	47.8915
47.928	66.387	48.283	66.838	47.6	66.4	69.131
80.328	55.587	80.683	55.438	79.8	54.8	59.7366
66.128	43.987	66.283	44.038	65.4	43.8	44.6239
56.528	53.787	56.683	54.238	56	53.8	72.807
59.728	51.587	60.283	51.838	59.2	51.6	53.6098
56.328	52.987	56.683	53.438	55.8	53.2	55.2437
92.728	67.587	93.283	66.838	92.2	67.2	68.314
84.728	49.387	85.083	49.438	84	49	50.7507
54.128	46.187	54.283	46.438	53.6	46.4	47.8915
53.128	59.787	53.283	60.238	52.6	59.8	62.1873
61.128	66.2092	61.683	63.238	61.2	62.8	65.8633
43.528	52.987	43.483	53.438	43.2	53.2	55.2437
69.328	57.587	69.883	57.838	68.8	57.2	60.1451
53.928	56.787	54.283	57.238	53.2	56.8	54.0183
40.728	91.387	41.283	91.638	41	91.6	94.4548
82.328	36.187	82.683	36.238	81.6	35.8	38.0887
67.128	54.587	67.483	54.638	66.6	54.4	56.8774
58.728	60.187	59.283	60.438	58.4	60.2	62.5957
69.328	56.787	69.683	57.038	68.8	56.4	59.7366
78.928	52.387	79.283	52.438	78.2	51.8	54.8352
50.928	54.587	50.883	54.838	50.1333	54.8	34.4127
75.328	67.987	75.883	68.038	75	67.6	70.3563
50.528	55.987	50.683	56.638	50	56.2	58.5113
74.528	18.987	74.883	18.838	73.6	18.8	22.1592
49.528	50.587	49.683	51.038	49.2	51	52.3845
63.328	59.987	63.883	60.238	63	59.8	62.5958
72.528	63.387	72.683	63.838	72.72	63.2	66.2718
93.528	56.587	95.083	56.438	92.4	56	119.37
83.928	72.187	84.883	72.238	84	71.6	74.8492
87.528	45.387	87.883	45.238	86.8	44.4	48.3
83.328	93.787	84.083	94.038	83.6	93.2	96.9055
68.928	52.387	70.283	52.438	68.4	52	54.8352
53.328	50.187	53.683	50.438	53	50	51.9761
52.528	54.187	52.683	54.438	52	54.2	56.469
75.528	52.787	76.083	53.238	75.2	52.6	55.2437
77.928	58.587	78.283	58.638	77.4	58	60.962
81.328	41.587	81.683	41.638	80.6	41	43.807
41.128	49.387	41.083	49.838	40.6	49.6	51.1591
89.328	69.787	89.683	69.638	88.8	69.2	73.6239
57.128	53.187	57.683	53.438	57	53.2	55.6521
53.128	82.587	53.683	83.038	53.2	82.4	85.8774
79.128	54.587	79.683	54.838	78.4	54.2	56.8774
83.528	89.587	84.483	89.838	83.6	89	92.821
65.528	47.787	65.883	48.038	65.2	47.6	50.7507
68.128	58.787	68.483	59.238	67.8	58.2	60.962
64.928	46.987	65.283	46.838	64.2	46.8	48.7085
58.328	49.187	58.483	49.238	57.8	49.2	50.7507
53.328	58.187	53.683	58.638	53	58.2	60.962
61.528	52.587	62.083	52.638	61.0667	52.4	54.0183
84.728	57.187	85.083	57.238	84.2	56.8	59.7366
52.728	57.987	53.283	58.438	52.4	58	60.1451
53.328	58.587	53.483	59.038	53	58.6	61.3704
48.728	45.787	49.083	46.038	48.4	46	42.5817
48.328	62.987	46.883	63.838	49.2	62.6	67.0887
73.128	78.787	73.683	79.038	72.8	78.2	82.2014
72.528	64.987	73.083	65.038	72.4	64.6	67.4971
55.728	51.387	55.883	51.838	55.2	51.6	53.6098
92.128	58.987	92.083	59.438	91	58.6	61.7789
63.528	52.387	63.883	52.438	62.8	52.2	54.0183
56.928	92.787	57.683	93.238	57.2	92.6	96.4971
84.928	72.587	86.483	71.238	84.8	71.8	75.6662
63.928	67.587	64.483	68.038	63.8	67.4	73.2155
71.328	48.587	71.483	48.838	70.4	48.2	51.5676
90.928	44.587	91.283	44.438	90.2	43.8	47.4831
48.328	59.587	48.683	60.038	48.2	59.6	69.131
87.528	55.787	88.083	55.838	87	55.4	58.1028
63.528	55.787	64.083	55.838	63	55.6	57.2859
86.928	31.787	87.283	31.638	86	31.2	33.5958
63.928	59.187	64.483	59.638	63.4	59	61.3704
52.328	50.787	52.683	51.038	51.8	50.8	52.7929
79.328	53.587	79.683	53.838	78.8	53.2	56.0606
73.928	54.987	74.283	55.238	73.4	54.6	57.2859
59.928	72.587	60.483	73.038	60	72.4	70.3563
75.128	61.587	75.483	61.838	74.6667	61.2	66.2718
69.728	60.187	70.283	60.238	69.4	59.8	62.1873
46.328	56.987	46.483	57.438	46	57.2	58.1028
82.528	59.987	83.083	60.238	82	59.6	63.0042
54.328	52.387	54.283	52.838	53.8	52.6	54.8352
53.128	52.387	53.483	52.438	52.8	52.4	54.0183
92.128	80.387	91.683	80.438	91	79.6	83.0182
76.928	74.587	77.683	74.838	76.6	74.2	76.8915
76.328	82.387	76.883	82.838	76.2	82.2	85.4689
84.528	50.587	39.083	19.638	83.8	50	52.793
54.728	51.987	55.083	52.438	54.4	52.2	54.4268
39.928	32.987	40.083	33.238	39.2	33.2	33.5958
47.328	55.587	47.683	56.038	47.2	55.6	58.1028
58.728	59.587	59.283	60.038	58.6	59.4	62.5957
65.928	54.187	66.283	54.238	65.4	53.8	56.469
63.928	57.787	64.483	58.038	63.4	57.6	60.5535
91.728	52.987	92.283	52.838	91	52.4	55.2437
95.328	67.587	95.883	67.638	95.2	66.8	70.3563
43.528	59.987	43.483	60.638	43	60.2	62.1873
67.528	50.787	67.883	51.038	67	50.8	54.8352
70.528	41.987	70.883	42.038	69.6	41.8	43.807
73.728	48.387	73.883	48.638	73.2	48.2	50.3423
73.728	58.787	74.083	59.238	73.4	58.6	61.7789
55.928	50.387	56.083	50.638	55.4	50	52.3845
91.128	89.587	92.083	89.838	91.2	89	92.821
92.528	58.387	93.283	58.438	92.2	57.8	60.5535
65.528	55.187	65.883	55.238	65	55	57.6944
40.728	57.987	40.883	58.438	40.4	58.2	60.1451
59.528	47.987	59.883	48.238	59	48	49.5254
88.528	61.987	89.283	62.038	88.4	61.4	64.638
58.128	59.787	57.683	60.638	58.2	59.4	18.4832
68.728	54.387	71.483	52.638	70.8	51.8	52.7929
58.728	52.187	58.883	52.438	58.4	52.2	54.4268
89.528	31.787	89.683	31.438	88.6	31.2	33.1873
48.528	58.787	48.483	59.238	48	59	60.1451
45.728	54.587	45.883	55.038	45.2	55	56.8774
41.528	56.587	41.883	57.038	41.2	56.6	58.9197
58.728	67.787	59.083	68.438	58.4	68	70.7647
82.128	45.987	82.483	46.238	81.4	45.8	48.3
65.128	54.587	65.483	54.638	64.6	54.2	55.6521
65.128	73.987	65.683	74.038	65.2	73.6	76.483
86.328	21.787	86.483	21.638	85.2	21.4	23.3845
77.928	78.187	78.683	78.238	77.8	77.8	80.976
45.728	74.187	46.083	74.638	45.6	74.4	105.075
60.928	59.187	61.483	59.638	60.8	59	61.7789
87.728	79.787	88.283	79.838	87.6	79.2	82.6098
56.328	62.187	56.883	62.638	56	62	65.0464
