26.928	83.187	27.483	83.838	27.2	83.8
67.128	60.387	67.883	60.638	66.8	60
57.528	44.387	57.683	44.438	56.8	44.2
67.728	59.187	68.283	59.438	67.4	58.8
88.128	48.387	88.483	48.238	87.4	48
90.328	56.387	90.883	56.438	89.8	55.6
62.528	85.787	63.283	86.038	61.4	85.8
83.728	49.987	84.283	50.238	83.2	49.8
51.728	47.187	52.083	47.438	51.6	47.4
46.528	60.787	47.083	61.238	46.4	60.8
48.928	61.787	49.283	62.038	48.8	62
92.928	56.987	93.483	56.838	92.4	56.4
75.528	64.787	76.083	65.238	75	64.4
46.328	56.187	46.683	56.838	46.2	56.4
63.728	53.387	63.883	53.838	63	53.2
82.328	64.787	82.683	65.038	82	64.4
36.928	51.187	36.883	51.638	36.4	51.6
53.328	52.987	53.483	53.438	52.8	53.4
83.328	42.587	83.683	42.638	82.4	42.4
45.728	58.187	45.883	58.638	45.4	58.2
64.928	52.387	65.283	52.838	64.4	52.4
23.128	47.787	23.283	48.238	22.6	48.4
5.46133	54.587	5.883	55.438	4.8	55.2
46.728	51.587	46.883	51.838	46.4	51.6
61.528	53.987	62.083	54.238	61.2	54
74.728	90.387	75.283	90.638	75.72	91.8
48.728	57.987	49.083	58.438	48.4	58.2
84.128	51.787	84.283	51.838	83.4	51.2
49.328	59.187	50.523	59.438	49.2	59.4
51.128	54.787	51.283	55.038	50.8	54.6
99.328	61.387	99.883	61.238	99	60.6
54.128	56.987	54.283	57.438	53.8	57
53.928	55.587	54.083	56.038	53.6	55.6
73.928	51.387	74.283	51.438	73.2	51
80.728	88.187	81.483	88.438	80.8	87.8
80.728	48.787	81.283	48.838	80	48.4
49.128	39.187	49.083	39.438	48.4	39.6
54.128	52.787	54.483	53.038	53.8	53
96.928	8.387	97.083	8.038	95.6	7.6
85.728	50.987	86.483	51.238	85.4	50.8
45.328	54.987	45.683	54.838	45.2	54.8
74.128	58.387	74.883	58.438	74	58
79.128	61.387	79.683	61.438	78.6	60.8
76.528	46.187	76.883	46.438	76	46
87.728	75.787	88.283	75.838	87.4	75.4
67.928	53.187	68.283	53.438	67.4	53
77.328	48.187	77.683	47.838	76.6	47.6
61.728	87.387	62.083	87.438	61.8	87.4
51.328	48.787	51.483	49.238	50.8	49
62.528	58.387	62.883	58.638	62	58
93.128	49.587	93.883	49.638	92.6	49
45.928	59.387	46.483	60.038	45.8	59.4
77.928	57.387	78.283	57.638	77.4	57
80.528	60.387	80.883	60.238	80.2	59.8
76.928	53.587	77.283	53.638	76.4	53.2
77.528	67.787	78.083	68.638	77.2	67
98.528	47.787	99.083	47.838	98	47
37.528	44.187	37.683	44.638	37.2	44.6
59.128	87.787	59.683	87.838	59.2	87.6
88.128	65.987	88.883	66.038	84.8	64.4
95.328	67.387	95.683	67.438	95	66.6
61.128	85.387	61.683	85.638	61.9429	87.8
46.128	67.187	46.283	67.838	45.8	67.4
46.528	88.987	47.083	89.438	46.8	89
63.528	56.587	63.683	57.038	63	56.6
57.928	52.787	58.283	53.038	57.6	52.6
56.328	46.387	56.283	46.638	55.6	46.4
10.928	64.187	11.283	64.438	10.8	64.8
36.328	61.787	36.683	62.238	36.2	62
73.528	65.187	73.883	65.438	73.2	64.8
48.328	59.387	48.483	60.038	48	59.6
55.728	51.987	55.883	52.238	55.2	52
95.328	34.187	95.683	34.038	94.4	33.4
94.328	50.187	95.083	50.238	93.8	49.4
95.528	72.187	96.283	72.238	95.4	71.4
67.728	35.187	67.883	35.238	67	34.8
60.728	67.787	61.083	68.238	60.5333	66.8
62.128	41.187	62.483	41.238	61.6	40.8
41.128	57.987	41.283	58.438	40.6	58.2
68.928	61.187	69.483	61.638	68.4	60.6
49.528	62.787	49.883	63.438	49.4	63
52.528	54.787	52.683	55.038	52.2	54.6
67.328	55.987	67.083	57.438	66.4	55.6
69.928	54.587	70.283	54.638	70.4	53.6
55.728	14.787	55.883	15.038	54.6	15
57.328	88.787	58.083	89.038	57.4	89
67.928	71.187	68.283	71.438	67.6	70.8
89.328	45.787	89.683	45.638	88.4	45.2
65.328	38.187	65.483	38.238	64.6	38
85.928	56.387	86.683	56.438	85.4	55.8
93.928	76.387	94.483	76.438	93.6	75.6
45.728	59.387	45.883	59.838	45.4	59.4
60.728	61.787	60.883	62.238	60.2	61.6
65.128	59.387	65.483	59.638	64.6	59
84.928	60.387	85.683	60.438	84.4	59.8
69.128	45.387	69.683	45.638	79.2	74.8
50.928	66.387	51.083	67.038	50.8	66.6
70.928	55.987	71.083	56.238	70.4	55.6
80.328	83.987	81.083	83.838	80.4	83.6
61.128	53.987	61.283	54.038	60.4	54
88.928	94.387	89.483	95.638	89	93
76.528	75.987	77.283	76.038	76.4	75.6
53.128	73.787	53.283	74.038	52.6	75.05
74.528	45.187	74.683	45.038	73.8	44.6
59.728	52.587	60.083	52.838	59.2	52.6
41.928	70.987	42.483	71.238	41.8	71
98.528	40.187	98.683	39.838	97.4	39.6
39.128	85.987	38.683	87.038	38	86.8667
66.928	93.787	66.883	93.438	67	93.6
56.128	44.387	56.083	44.838	55.4	44.4
53.328	57.787	52.883	58.438	52.4	58
88.928	53.387	89.283	53.438	88.4	52.8
45.128	55.387	45.283	55.638	44.8	55.4
45.128	60.387	45.483	60.838	45	60.6
44.128	47.387	44.683	47.438	43.4	47.8
57.328	70.787	58.283	71.438	57.2	70.6
60.728	84.387	61.083	84.838	60.4	84.2
46.328	54.387	46.483	54.638	46	54.2
50.978	49.187	51.083	49.438	50	49.2
80.328	58.987	80.683	59.038	79.8	58.6
55.128	57.387	55.483	57.638	54.6	57.2
60.728	52.387	61.083	52.638	60.4	52.4
48.328	48.987	48.683	49.438	42.8	47.4
72.728	53.987	73.083	53.838	72	53.6
53.328	71.987	53.683	72.438	53	71.8
56.128	54.987	55.883	55.438	55.2	55
64.528	35.187	64.483	35.638	64	35.2
54.328	48.987	54.483	49.038	53.8	49
43.928	58.587	45.683	54.838	45	54.8
61.928	43.187	62.083	43.238	61.2	43.2
40.528	65.187	40.683	65.638	40.2	65.2
77.328	74.787	78.083	75.238	77.2	74.4
85.528	68.387	86.083	68.438	85.2	68
75.328	56.987	76.083	56.838	75.12	56.6
78.728	45.587	78.883	45.438	78	45
48.128	74.187	48.683	74.638	48	74.2
79.928	77.187	80.483	77.238	79.8	76.8
73.128	45.187	73.283	45.238	72.4	44.8
79.328	62.387	80.083	62.638	79	62.2
49.928	8.187	49.683	8.438	48.4	8.4
79.528	45.587	80.083	45.638	78.8	45.2
73.128	66.187	73.683	66.438	72.8	65.8
55.728	73.187	56.283	73.238	55.6	73
61.928	73.987	62.483	74.438	61.6	73.8
71.928	79.787	72.683	80.238	72	79.4
64.928	52.187	65.283	52.238	64.4	51.8
63.728	40.787	64.083	41.038	63.2	40.8
89.528	52.987	89.683	52.838	89.4	52.6
78.928	77.787	79.883	78.238	79	77
68.528	34.587	68.683	34.838	67.6	34.4
30.128	27.787	30.083	28.838	29.2	28
50.128	53.187	50.483	53.238	50.1333	53.2
89.128	48.787	89.883	48.638	88.8	48.2
42.728	54.187	42.683	54.638	42.4	54.4
